1
-10.0 -104.74929161286661     0.0
-9.939209726443769 -104.61804546020122     0.0
-9.878419452887538 -104.48135024823165     0.0
-9.817629179331307 -104.33920597695786     0.0
-9.756838905775076 -104.1916126463799     0.0
-9.696048632218845 -104.03857025649774     0.0
-9.635258358662615 -103.88007880731139     0.0
-9.574468085106384 -103.71613829882085     0.0
-9.513677811550153 -103.54674873102614     0.0
-9.45288753799392 -103.3719101039272     0.0
-9.39209726443769 -103.1916224175241     0.0
-9.331306990881458 -103.00588567181678     0.0
-9.270516717325227 -102.81469986680531     0.0
-9.209726443768997 -102.6180650024896     0.0
-9.148936170212766 -102.41598107886975     0.0
-9.088145896656535 -102.20844809594567     0.0
-9.027355623100304 -101.99546605371744     0.0
-8.966565349544073 -101.77703495218498     0.0
-8.905775075987842 -101.55315479134835     0.0
-8.844984802431611 -101.3238255712075     0.0
-8.78419452887538 -101.08904729176251     0.0
-8.72340425531915 -100.84881995301328     0.0
-8.662613981762918 -100.60314355495989     0.0
-8.601823708206688 -100.35201809760227     0.0
-8.541033434650457 -100.09544358094051     0.0
-8.480243161094226 -99.83342000497453     0.0
-8.419452887537993 -99.56594736970433     0.0
-8.358662613981762 -99.29302567513     0.0
-8.297872340425531 -99.01465492125143     0.0
-8.2370820668693 -98.7308351080687     0.0
-8.17629179331307 -98.44156623558176     0.0
-8.115501519756839 -98.14684830379066     0.0
-8.054711246200608 -97.84668131269534     0.0
-7.993920972644377 -97.54106526229585     0.0
-7.933130699088146 -97.23000015259214     0.0
-7.872340425531915 -96.91348598358427     0.0
-7.811550151975684 -96.59152275527217     0.0
-7.750759878419453 -96.26411046765593     0.0
-7.689969604863222 -95.93124912073546     0.0
-7.62917933130699 -95.59293871451081     0.0
-7.5683890577507595 -95.24917924898196     0.0
-7.507598784194529 -94.89997072414894     0.0
-7.446808510638298 -94.54531314001171     0.0
-7.386018237082067 -94.18520649657029     0.0
-7.325227963525836 -93.81965079382469     0.0
-7.264437689969605 -93.4486460317749     0.0
-7.203647416413374 -93.07219221042092     0.0
-7.142857142857143 -92.69028932976275     0.0
-7.0820668693009114 -92.30293738980038     0.0
-7.0212765957446805 -91.91013639053381     0.0
-6.96048632218845 -91.51188633196307     0.0
-6.899696048632219 -91.10818721408813     0.0
-6.838905775075988 -90.699039036909     0.0
-6.778115501519757 -90.28444180042567     0.0
-6.717325227963526 -89.86439550463817     0.0
-6.656534954407295 -89.43890014954647     0.0
-6.595744680851064 -89.00795573515056     0.0
-6.5349544072948325 -88.57156226145048     0.0
-6.474164133738602 -88.1297197284462     0.0
-6.413373860182371 -87.68242813613773     0.0
-6.35258358662614 -87.22968748452507     0.0
-6.291793313069909 -86.77149777360822     0.0
-6.231003039513678 -86.30785900338718     0.0
-6.170212765957447 -85.83877117386196     0.0
-6.109422492401216 -85.36423428503252     0.0
-6.048632218844984 -84.88424833689889     0.0
-5.9878419452887535 -84.39881332946109     0.0
-5.927051671732523 -83.90792926271911     0.0
-5.866261398176292 -83.41159613667291     0.0
-5.805471124620061 -82.90981395132253     0.0
-5.74468085106383 -82.40258270666797     0.0
-5.683890577507599 -81.88990240270921     0.0
-5.623100303951368 -81.37177303944625     0.0
-5.562310030395137 -80.84819461687913     0.0
-5.501519756838905 -80.31916713500779     0.0
-5.4407294832826745 -79.78469059383227     0.0
-5.379939209726444 -79.24476499335255     0.0
-5.319148936170213 -78.69939033356864     0.0
-5.258358662613982 -78.14856661448054     0.0
-5.197568389057751 -77.59229383608826     0.0
-5.13677811550152 -77.03057199839179     0.0
-5.075987841945289 -76.46340110139111     0.0
-5.015197568389058 -75.89078114508627     0.0
-4.954407294832826 -75.3127121294772     0.0
-4.8936170212765955 -74.72919405456396     0.0
-4.832826747720365 -74.14022692034652     0.0
-4.772036474164134 -73.54581072682491     0.0
-4.711246200607903 -72.94594547399909     0.0
-4.650455927051672 -72.34063116186908     0.0
-4.589665653495441 -71.72986779043488     0.0
-4.52887537993921 -71.1136553596965     0.0
-4.468085106382978 -70.49199386965391     0.0
-4.407294832826747 -69.86488332030714     0.0
-4.3465045592705165 -69.23232371165618     0.0
-4.285714285714286 -68.59431504370103     0.0
-4.224924012158055 -67.95085731644168     0.0
-4.164133738601824 -67.30195052987816     0.0
-4.103343465045593 -66.64759468401043     0.0
-4.042553191489362 -65.98778977883852     0.0
-3.9817629179331306 -65.32253581436241     0.0
-3.9209726443768997 -64.65183279058212     0.0
