-10.0 -0.08515443366211482     0.0
-9.971791255289139 -0.08592345887921442     0.0
-9.94358251057828 -0.08669942912265143     0.0
-9.915373765867418 -2.554020807232469     -2.466538400119875
-9.887165021156559 -0.08827245613563249     0.0
-9.858956276445697 -0.08906964004989552     0.0
-9.830747531734838 -0.08987402329021088     0.0
-9.802538787023977 1.0189582514438527     1.1096439223171666
-9.774330042313117 -0.09150464840310284     0.0
-9.746121297602256 -0.09233102207594102     0.0
-9.717912552891397 -0.09316485868600775     0.0
-9.689703808180536 -0.09400622563069728     0.0
-9.661495063469676 -0.09485519091606584     0.0
-9.633286318758815 0.6287834034820364     0.7244952266443655
-9.605077574047955 -0.09657619160940795     0.0
-9.576868829337094 -0.09744836612252576     0.0
-9.548660084626235 -0.09832841719785469     0.0
-9.520451339915374 -0.09921641596821441     0.0
-9.492242595204514 -0.10011243420882122     0.0
-9.464033850493653 -0.10101654434308964     0.0
-9.435825105782794 -0.10192881944848622     0.0
-9.407616361071932 -4.168453981074074     -4.065604647811638
-9.379407616361071 -0.10377816018828416     0.0
-9.351198871650212 -0.10471537530130641     0.0
-9.32299012693935 -0.10566105435478101     0.0
-9.294781382228491 -0.10661527378610935     0.0
-9.26657263751763 -0.10757811072299535     0.0
-9.23836389280677 -1.4589118179120408     -1.350362174922362
-9.21015514809591 -0.10952994911322679     0.0
-9.18194640338505 -0.11051910832987923     0.0
-9.153737658674189 -0.11151720059145519     0.0
-9.125528913963329 -0.1125243065718139     0.0
-9.097320169252468 -0.1135405076733764     0.0
-9.069111424541608 -0.1145658860337043     0.0
-9.040902679830747 -0.11560052453213958     0.0
-9.012693935119888 -0.11664450679650287     0.0
-8.984485190409027 -0.11769791720985356     0.0
-8.956276445698167 -0.11876084091730985     0.0
-8.928067700987306 -0.11983336383293101     0.0
-8.899858956276447 -0.12091557264666176     0.0
-8.871650211565585 -0.1220075548313391     0.0
-8.843441466854724 -0.1231093986497627     0.0
-8.815232722143865 -0.12422119316182867     0.0
-8.787023977433003 -0.12534302823172883     0.0
-8.758815232722144 -0.12647499453521333     0.0
-8.730606488011283 -0.12761718356692056     0.0
-8.702397743300423 -0.12876968764777205     0.0
-8.674188998589562 -0.12993259993243478     0.0
-8.645980253878703 -0.13110601441685055     0.0
-8.617771509167842 -0.1322900259458338     0.0
-8.589562764456982 -0.1334847302207371     0.0
-8.56135401974612 -0.13469022380718737     0.0
-8.533145275035261 -0.13590660414289019     0.0
-8.5049365303244 -0.13713396954550638     0.0
-8.47672778561354 -0.13837241922059798     0.0
-8.44851904090268 -0.13962205326964763     0.0
-8.42031029619182 -0.14088297269814876     0.0
-8.392101551480959 -0.1421552794237706     0.0
-8.3638928067701 -0.14343907628459515     0.0
-8.335684062059238 -0.14473446704742982     0.0
-8.307475317348379 -0.14604155641619457     0.0
-8.279266572637518 -0.14736045004038523     0.0
-8.251057827926656 -0.1486912545236123     0.0
-8.222849083215797 -0.15003407743221786     0.0
-8.194640338504936 -0.15138902730397044     0.0
-8.166431593794076 -0.15275621365683703     0.0
-8.138222849083215 -0.24684681671286335     -0.09271106971502752
-8.110014104372356 -0.155527738831968     0.0
-8.081805359661494 -0.15693230167123062     0.0
-8.053596614950635 -0.15834954904371054     0.0
-8.025387870239774 -0.1597795955027611     0.0
-7.9971791255289135 -0.1612225566362606     0.0
-7.968970380818053 -0.16267854907595558     0.0
-7.940761636107193 0.6862106244029103     0.8503583149097981
-7.9125528913963326 -0.16563009967690628     0.0
-7.884344146685472 -0.16712589640626577     0.0
-7.856135401974612 -0.16863520159731146     0.0
-7.827926657263752 -0.17015813724425125     0.0
-7.799717912552891 -0.1716948264430162     0.0
-7.771509167842031 -1.4846641838874832     -1.3114187904862729
-7.743300423131171 -0.17480996344815014     0.0
-7.71509167842031 1.4995754058035997     1.6759640688485942
-7.68688293370945 -0.17798161979496607     0.0
-7.65867418899859 -0.17958896245366607     0.0
-7.630465444287729 -0.1812108209394804     0.0
-7.602256699576869 -0.18284732634408124     0.0
-7.574047954866009 -0.18449861094302272     0.0
